Student/File,CircularLine.hpp,ThrowTheBall.hpp,AzimuthMonitoring.hpp,Inchworm.hpp,StreetParking.hpp,EggCartons.hpp,PartySeats.hpp,DownloadingFiles.hpp,InchWorm.hpp,inchworm.hpp,DownloadingFile.hpp,ChangingString.hpp,getAzimuth.hpp
s047,"week1-19/s047/CircularLine.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s047/CircularLine.hpp:14:5: Rule11 Violated: Variable declared in loop.
week1-19/s047/CircularLine.hpp:29:7: Rule11 Violated: Variable declared in loop.
week1-19/s047/CircularLine.hpp:34:9: Rule11 Violated: Variable declared in loop.
","week1-19/s047/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s047/ThrowTheBall.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s047/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s047/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s047/StreetParking.hpp:47:11: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s047/StreetParking.hpp:22:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s047/StreetParking.hpp:30:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s047/StreetParking.hpp:38:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s047/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s047/StreetParking.hpp:13:5: Rule11 Violated: Variable declared in loop.
",,,,,,,,
s040,,"week1-19/s040/ThrowTheBall.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s040/ThrowTheBall.hpp:15:9: Rule11 Violated: Variable declared in loop.
","week1-19/s040/AzimuthMonitoring.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s040/AzimuthMonitoring.hpp:16:9: Rule11 Violated: Variable declared in loop.
","week1-19/s040/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s040/StreetParking.hpp:15:13: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s040/StreetParking.hpp:17:21: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s040/StreetParking.hpp:9:7: Rule9 Violated: Code that is never executed.
week1-19/s040/StreetParking.hpp:14:9: Rule11 Violated: Variable declared in loop.
","week1-19/s040/EggCartons.hpp:8:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s014,,"week1-19/s014/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s014/ThrowTheBall.hpp:9:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s014/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s014/StreetParking.hpp:11:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s014/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s014/StreetParking.hpp:10:3: Rule11 Violated: Variable declared in loop.
","week1-19/s014/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s014/EggCartons.hpp:14:3: Rule11 Violated: Variable declared in loop.
week1-19/s014/EggCartons.hpp:15:4: Rule11 Violated: Variable declared in loop.
",,"week1-19/s014/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s014/DownloadingFiles.hpp:11:3: Rule11 Violated: Variable declared in loop.
week1-19/s014/DownloadingFiles.hpp:20:3: Rule11 Violated: Variable declared in loop.
week1-19/s014/DownloadingFiles.hpp:32:3: Rule11 Violated: Variable declared in loop.
",,,,"week1-19/s014/ChangingString.hpp:31:6: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s014/ChangingString.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s014/ChangingString.hpp:12:3: Rule11 Violated: Variable declared in loop.
week1-19/s014/ChangingString.hpp:24:3: Rule11 Violated: Variable declared in loop.
week1-19/s014/ChangingString.hpp:32:4: Rule11 Violated: Variable declared in loop.
",
s013,"week1-19/s013/CircularLine.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s013/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s013/ThrowTheBall.hpp:8:3: Rule11 Violated: Variable declared in loop.
","week1-19/s013/AzimuthMonitoring.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s013/AzimuthMonitoring.hpp:10:3: Rule11 Violated: Variable declared in loop.
","week1-19/s013/Inchworm.hpp:42:11: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s013/Inchworm.hpp:58:5: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s013/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s013/Inchworm.hpp:20:5: Rule11 Violated: Variable declared in loop.
week1-19/s013/Inchworm.hpp:36:5: Rule11 Violated: Variable declared in loop.
week1-19/s013/Inchworm.hpp:58:6: Rule11 Violated: Variable declared in loop.
week1-19/s013/Inchworm.hpp:21:5: Rule12 Violated: Consider refactoring the loop to remove the initial 'if' condition.
","week1-19/s013/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s013/StreetParking.hpp:10:3: Rule11 Violated: Variable declared in loop.
week1-19/s013/StreetParking.hpp:38:3: Rule11 Violated: Variable declared in loop.
","week1-19/s013/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s013/EggCartons.hpp:48:7: Rule11 Violated: Variable declared in loop.
",,"week1-19/s013/DownloadingFiles.hpp:4:7: Rule9 Violated: Code that is never executed.
",,,,,
s025,,,,"week1-19/s025/Inchworm.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s025/StreetParking.hpp:15:4: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s025/StreetParking.hpp:27:11: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s025/StreetParking.hpp:56:5: Rule9 Violated: Code that is never executed.
week1-19/s025/StreetParking.hpp:3:7: Rule9 Violated: Code that is never executed.
","week1-19/s025/EggCartons.hpp:3:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s022,,,"week1-19/s022/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
","week1-19/s022/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s022/Inchworm.hpp:13:3: Rule11 Violated: Variable declared in loop.
week1-19/s022/Inchworm.hpp:18:3: Rule11 Violated: Variable declared in loop.
","week1-19/s022/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s022/StreetParking.hpp:12:3: Rule11 Violated: Variable declared in loop.
week1-19/s022/StreetParking.hpp:15:3: Rule11 Violated: Variable declared in loop.
week1-19/s022/StreetParking.hpp:49:3: Rule11 Violated: Variable declared in loop.
","week1-19/s022/EggCartons.hpp:12:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s022/EggCartons.hpp:13:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s022/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s022/DownloadingFiles.hpp:8:7: Rule9 Violated: Code that is never executed.
",,,,,"week1-19/s022/getAzimuth.hpp:7:7: Rule9 Violated: Code that is never executed.
"
s132,,"week1-19/s132/ThrowTheBall.hpp:21:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s132/ThrowTheBall.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s132/AzimuthMonitoring.hpp:22:5: and week1-19/s132/AzimuthMonitoring.hpp:25:5 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s132/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s132/AzimuthMonitoring.hpp:14:3: Rule11 Violated: Variable declared in loop.
week1-19/s132/AzimuthMonitoring.hpp:16:4: Rule11 Violated: Variable declared in loop.
","week1-19/s132/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s132/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s132/StreetParking.hpp:9:3: Rule11 Violated: Variable declared in loop.
week1-19/s132/StreetParking.hpp:27:3: Rule11 Violated: Variable declared in loop.
","week1-19/s132/EggCartons.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s132/EggCartons.hpp:10:3: Rule11 Violated: Variable declared in loop.
week1-19/s132/EggCartons.hpp:11:3: Rule11 Violated: Variable declared in loop.
",,,,,,,
s135,,"week1-19/s135/ThrowTheBall.hpp:1:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s135/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s135/StreetParking.hpp:4:7: Rule9 Violated: Code that is never executed.
week1-19/s135/StreetParking.hpp:9:3: Rule11 Violated: Variable declared in loop.
week1-19/s135/StreetParking.hpp:11:5: Rule11 Violated: Variable declared in loop.
week1-19/s135/StreetParking.hpp:30:3: Rule11 Violated: Variable declared in loop.
","week1-19/s135/EggCartons.hpp:1:7: Rule9 Violated: Code that is never executed.
week1-19/s135/EggCartons.hpp:5:3: Rule11 Violated: Variable declared in loop.
",,"week1-19/s135/DownloadingFiles.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s135/DownloadingFiles.hpp:13:3: Rule11 Violated: Variable declared in loop.
",,,,,
s103,"week1-19/s103/CircularLine.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s103/CircularLine.hpp:14:2: Rule11 Violated: Variable declared in loop.
week1-19/s103/CircularLine.hpp:40:2: Rule11 Violated: Variable declared in loop.
week1-19/s103/CircularLine.hpp:42:3: Rule11 Violated: Variable declared in loop.
","week1-19/s103/ThrowTheBall.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s103/ThrowTheBall.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s103/AzimuthMonitoring.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s103/AzimuthMonitoring.hpp:23:2: Rule11 Violated: Variable declared in loop.
","week1-19/s103/Inchworm.hpp:3:7: Rule9 Violated: Code that is never executed.
week1-19/s103/Inchworm.hpp:11:4: Rule11 Violated: Variable declared in loop.
","week1-19/s103/StreetParking.hpp:22:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s103/StreetParking.hpp:26:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s103/StreetParking.hpp:26:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s103/StreetParking.hpp:30:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s103/StreetParking.hpp:30:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s103/StreetParking.hpp:34:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s103/StreetParking.hpp:34:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s103/StreetParking.hpp:38:3: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s103/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s103/StreetParking.hpp:19:2: Rule11 Violated: Variable declared in loop.
",,,,,,,,
s104,,,"week1-19/s104/AzimuthMonitoring.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s104/AzimuthMonitoring.hpp:13:7: Rule11 Violated: Variable declared in loop.
","week1-19/s104/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
","week1-19/s104/StreetParking.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s104/StreetParking.hpp:14:7: Rule11 Violated: Variable declared in loop.
week1-19/s104/StreetParking.hpp:18:7: Rule11 Violated: Variable declared in loop.
week1-19/s104/StreetParking.hpp:49:7: Rule11 Violated: Variable declared in loop.
","week1-19/s104/EggCartons.hpp:25:11: and week1-19/s104/EggCartons.hpp:29:11 Rule7 Violated: Repeated statement(s) in branches of conditional statement (could be taken out).
week1-19/s104/EggCartons.hpp:5:7: Rule9 Violated: Code that is never executed.
",,"week1-19/s104/DownloadingFiles.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s104/DownloadingFiles.hpp:17:7: Rule11 Violated: Variable declared in loop.
week1-19/s104/DownloadingFiles.hpp:28:7: Rule11 Violated: Variable declared in loop.
week1-19/s104/DownloadingFiles.hpp:34:9: Rule11 Violated: Variable declared in loop.
week1-19/s104/DownloadingFiles.hpp:48:9: Rule11 Violated: Variable declared in loop.
week1-19/s104/DownloadingFiles.hpp:59:9: Rule11 Violated: Variable declared in loop.
",,,,,
s105,"week1-19/s105/CircularLine.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s105/CircularLine.hpp:18:7: Rule11 Violated: Variable declared in loop.
week1-19/s105/CircularLine.hpp:22:7: Rule11 Violated: Variable declared in loop.
week1-19/s105/CircularLine.hpp:25:7: Rule11 Violated: Variable declared in loop.
week1-19/s105/CircularLine.hpp:31:7: Rule11 Violated: Variable declared in loop.
week1-19/s105/CircularLine.hpp:35:7: Rule11 Violated: Variable declared in loop.
week1-19/s105/CircularLine.hpp:39:7: Rule11 Violated: Variable declared in loop.
week1-19/s105/CircularLine.hpp:54:5: Rule11 Violated: Variable declared in loop.
week1-19/s105/CircularLine.hpp:55:7: Rule11 Violated: Variable declared in loop.
week1-19/s105/CircularLine.hpp:54:5: Rule13 Violated: Nested For Loop With Indices Comparison.
","week1-19/s105/ThrowTheBall.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s105/ThrowTheBall.hpp:19:5: Rule11 Violated: Variable declared in loop.
","week1-19/s105/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s105/AzimuthMonitoring.hpp:20:5: Rule11 Violated: Variable declared in loop.
","week1-19/s105/Inchworm.hpp:6:7: Rule9 Violated: Code that is never executed.
week1-19/s105/Inchworm.hpp:15:5: Rule11 Violated: Variable declared in loop.
","week1-19/s105/StreetParking.hpp:49:12: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s105/StreetParking.hpp:25:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s105/StreetParking.hpp:35:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s105/StreetParking.hpp:42:9: Rule3 Violated: Avoiding deep nested IFs by using and (&&) operator.
week1-19/s105/StreetParking.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s105/StreetParking.hpp:17:5: Rule11 Violated: Variable declared in loop.
",,,,,,,,
s102,"week1-19/s102/CircularLine.hpp:16:7: Rule9 Violated: Code that is never executed.
week1-19/s102/CircularLine.hpp:25:9: Rule11 Violated: Variable declared in loop.
week1-19/s102/CircularLine.hpp:28:9: Rule11 Violated: Variable declared in loop.
week1-19/s102/CircularLine.hpp:67:9: Rule11 Violated: Variable declared in loop.
","week1-19/s102/ThrowTheBall.hpp:15:7: Rule9 Violated: Code that is never executed.
","week1-19/s102/AzimuthMonitoring.hpp:15:7: Rule9 Violated: Code that is never executed.
week1-19/s102/AzimuthMonitoring.hpp:21:9: Rule11 Violated: Variable declared in loop.
","week1-19/s102/Inchworm.hpp:15:7: Rule9 Violated: Code that is never executed.
","week1-19/s102/StreetParking.hpp:15:7: Rule9 Violated: Code that is never executed.
","week1-19/s102/EggCartons.hpp:15:7: Rule9 Violated: Code that is never executed.
","week1-19/s102/PartySeats.hpp:73:18: Rule5 Violated: Checking an expression that has a known True/False value.
week1-19/s102/PartySeats.hpp:14:7: Rule9 Violated: Code that is never executed.
week1-19/s102/PartySeats.hpp:25:9: Rule11 Violated: Variable declared in loop.
week1-19/s102/PartySeats.hpp:55:9: Rule11 Violated: Variable declared in loop.
","week1-19/s102/DownloadingFiles.hpp:28:7: Rule9 Violated: Code that is never executed.
week1-19/s102/DownloadingFiles.hpp:36:9: Rule11 Violated: Variable declared in loop.
week1-19/s102/DownloadingFiles.hpp:61:9: Rule11 Violated: Variable declared in loop.
",,,,,
s134,,"week1-19/s134/ThrowTheBall.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s134/AzimuthMonitoring.hpp:8:7: Rule9 Violated: Code that is never executed.
week1-19/s134/AzimuthMonitoring.hpp:12:3: Rule11 Violated: Variable declared in loop.
","week1-19/s134/Inchworm.hpp:4:7: Rule9 Violated: Code that is never executed.
","week1-19/s134/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
","week1-19/s134/EggCartons.hpp:7:7: Rule9 Violated: Code that is never executed.
",,,,,,,
s133,,"week1-19/s133/ThrowTheBall.hpp:1:7: Rule9 Violated: Code that is never executed.
week1-19/s133/ThrowTheBall.hpp:11:4: Rule11 Violated: Variable declared in loop.
",,"week1-19/s133/Inchworm.hpp:1:7: Rule9 Violated: Code that is never executed.
week1-19/s133/Inchworm.hpp:8:3: Rule11 Violated: Variable declared in loop.
","week1-19/s133/StreetParking.hpp:21:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s133/StreetParking.hpp:24:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s133/StreetParking.hpp:24:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s133/StreetParking.hpp:27:4: Rule4 Violated: Avoid a series of consecutive IF statements that when true they result in the same action by using or (||) operator.
week1-19/s133/StreetParking.hpp:5:7: Rule9 Violated: Code that is never executed.
week1-19/s133/StreetParking.hpp:15:4: Rule11 Violated: Variable declared in loop.
","week1-19/s133/EggCartons.hpp:1:7: Rule9 Violated: Code that is never executed.
","week1-19/s133/PartySeats.hpp:32:9: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s133/PartySeats.hpp:53:89: Rule8 Violated: The block associated with the IF (or ELSE) has no statements (or self-assignment).
week1-19/s133/PartySeats.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s133/PartySeats.hpp:22:3: Rule11 Violated: Variable declared in loop.
week1-19/s133/PartySeats.hpp:28:4: Rule11 Violated: Variable declared in loop.
week1-19/s133/PartySeats.hpp:60:4: Rule11 Violated: Variable declared in loop.
week1-19/s133/PartySeats.hpp:65:4: Rule11 Violated: Variable declared in loop.
week1-19/s133/PartySeats.hpp:69:4: Rule11 Violated: Variable declared in loop.
","week1-19/s133/DownloadingFiles.hpp:25:9: Rule1 Violated: No need to check if Boolean variable is equal to true or false.
week1-19/s133/DownloadingFiles.hpp:7:7: Rule9 Violated: Code that is never executed.
week1-19/s133/DownloadingFiles.hpp:14:3: Rule11 Violated: Variable declared in loop.
week1-19/s133/DownloadingFiles.hpp:21:4: Rule11 Violated: Variable declared in loop.
week1-19/s133/DownloadingFiles.hpp:40:3: Rule11 Violated: Variable declared in loop.
",,,,,
